name,city,stalp,zip,repdte,number_of_employees,asset,liabilities,deposits,common_stock,derivatives,total_securities,asset_backed_securities,mortgage_backed_securities,1_4_family_residential_loans,home_equity_loans,adjustable_rate_loans_secured_by_1-4_family_residential,total_loans,individual_loans,micro_amount,micro_number,small_business_amount,small_business_number,agg_amount,agg_number,other_real_estate_owned,real_estate_acquired,other_real_estate_owned_1-4_family,other_real_estate_owned_multi-family_residential,other_real_estate_owned_commercial_real_estate,other_real_estate_owned_construction_development,other_real_estate_owned_farmland,foreclosed_properties_from_GNMA_loans,total_deposits,net_interest_margin,noninterest_income_to_average_assets,noninterest_expense_to_average_assets,loan_and_lease_loss_provision_to_assets,net_operating_income_to_assets,roa,roe,retained_earnings_to_average_equity,net_charge_offs_to_loans,net_loans_and_leases_to_total_assets,net_loans_and_leases_to_deposits,net_loans_and_leases_to_core_deposits,total_domestic_deposits_to_total_assets,average_total_assets,average_earning_assets,average_equity,average_total_loans,number_domestic_offices,number_of_offices_in_insured_other_areas,cbsa_metro
Warsaw Federal Savings and Loan Association,Cincinnati,OH,45205,6/30/16,47,74344,65546,53553,0,8540,913,0,513,64664,5726,3526,66127,34,105,3,360,3,0,0,175,175,175,0,0,0,0,0,53553,4.493156827,4.497495353,8.405890583,0,0.212315273,0.212315273,1.624713959,1.624713959,2.02E-02,88.14295706,122.3628928,125.3975544,72.03405789,66881.67,62984.67,8740,59398.67,2,0,17140
Washington Business Bank,Olympia,WA,98501,6/30/16,15,65208,56824,51312,723,0,227,0,227,3370,0,2073,55646,0,5414,178,16121,104,0,0,197,197,0,0,0,197,0,0,51312,4.63735931,0.18537464,3.625441727,0,0.607785704,0.607785704,4.768148766,4.768148766,0.158831929,84.41602257,107.2770502,108.1432585,78.68973132,65812.67,61888.67,8389,56663.67,2,0,36500
Washington County Bank,Blair,NE,68008,6/30/16,66,346136,313502,282213,1938,13406,56723,0,38756,41297,14089,8774,275586,5254,9452,288,32221,164,122671,2373,0,0,0,0,0,0,0,0,282213,3.483584449,0.714039952,2.42574752,0.043859948,1.057901944,1.057901944,11.3157977,6.830763457,1.49E-03,78.64365452,96.45693147,109.4195675,81.53240345,341997.67,330062.33,31973,268868.67,2,0,36540
Washington Federal Bank For Savings,Chicago,IL,60608,6/30/16,17,150127,131776,130385,14,0,6,0,6,111220,0,0,123341,9,613,9,6217,22,0,0,0,0,0,0,0,0,0,0,130385,4.686584482,0.113113176,2.021046274,2.18E-02,1.628557179,1.628557179,13.45190522,13.45190522,0,81.77143352,94.15270161,110.4134625,86.8498005,146755.67,138224.33,17767,122443,2,0,16980
Washington Federal  National Association,Seattle,WA,98101,6/30/16,1817,14819274,12862973,10602826,0,1312085,3462349,238479,2623525,5767842,149640,535117,9736939,156082,25329,1323,299206,795,14918,134,31682,31682,16849,0,0,14833,0,0,10602826,3.182734933,0.353304539,1.54092219,-4.48E-02,1.154496624,1.154496624,8.679134606,-0.100454837,-0.133175433,64.95542899,90.78639035,95.30597959,71.54754005,14727804,13373655.33,1959089.33,9633909,245,0,42660
Washington Financial Bank,Washington,PA,15301,6/30/16,166,1082510,958005,861430,1,0,210083,0,109702,372155,10348,19059,794344,60287,4601,167,69582,312,0,0,12,12,12,0,0,0,0,0,861430,3.095252585,0.357013194,2.259417872,5.55E-02,0.706438239,0.706438239,6.234652762,6.133382531,1.17E-02,72.60182354,91.23457507,105.4256682,79.57709398,1080632.33,1018786,122444.67,785128.67,8,0,38300
Washington Savings Bank,Effingham,IL,62401,6/30/16,62,348006,289048,277826,10,0,73855,0,24510,116694,6228,29373,236244,9250,8717,248,32908,163,578,8,22,22,22,0,0,0,0,0,277826,2.754853137,0.421788383,2.371196731,0.106738285,0.376131942,0.406294116,2.429441537,2.429441537,2.08E-02,67.36033287,84.37583236,86.38889708,79.83368103,348516,325099,58285,230489.67,3,0,
Washington Savings Bank,Philadelphia,PA,19154,6/30/16,38,160852,147094,140492,0,0,9815,0,1324,108452,10619,0,128483,2813,449,11,6182,31,0,0,396,396,396,0,0,0,0,0,140492,3.096371383,0.449168288,3.032824318,8.63E-02,9.26E-02,9.26E-02,1.078743148,1.078743148,4.83E-02,79.50414045,91.02582353,95.3198721,87.34240171,159851,144814.67,13719.67,128242,5,0,37980
Washington Savings Bank,Lowell,MA,1852,6/30/16,40,213186,194236,166248,0,0,30100,0,5128,114899,6767,38450,158661,274,584,16,11596,49,2942,18,0,0,0,0,0,0,0,0,166248,3.055503407,0.49977909,2.83999943,1.90E-02,0.374359242,0.374359242,4.135977069,4.135977069,-2.16E-02,73.85522501,94.70730475,105.8594538,77.98260674,210493,197087,19052.33,157664,2,0,14460
Washington State Bank,Washington,IA,52353,6/30/16,45,293732,257646,229989,800,27438,85323,0,10076,76763,39,31866,190036,4071,8450,375,17559,116,41869,598,250,250,250,0,0,0,0,0,229989,3.753819679,0.517034646,1.991207154,4.16E-02,1.473160617,1.488034027,12.42716693,12.42716693,0.390890642,63.91098008,81.62433856,84.34742366,78.29892555,288568.67,269325.67,34553.33,186753,4,0,26980
Washington State Bank,Washington,LA,70589,6/30/16,44,166113,147217,140497,300,0,30641,0,9831,17778,102,5213,120204,3809,1191,43,17383,45,1146,14,0,0,0,0,0,0,0,0,140497,3.815165572,0.452407271,3.160786454,0,0.89268566,1.000632703,8.903676787,3.399585682,-1.74E-03,71.41283343,84.43311957,89.55338809,84.57917201,164895.67,155642,18531.67,115175,6,0,
Washington State Bank,Washington,IL,61571,6/30/16,9,53046,47082,46155,250,0,21453,0,11078,18752,0,0,28498,4058,1940,72,2239,16,903,11,0,0,0,0,0,0,0,0,46155,3.197659832,0.344721051,2.053499595,0.359547763,0.674800724,0.73021556,6.731211123,6.731211123,0.608838908,52.94649926,60.85147871,63.75357516,87.00938808,53956.67,52413.33,5853.33,27922,2,0,37900
Washington Trust Bank,Spokane,WA,99201,6/30/16,897,5168059,4680445,4494113,7535,92740,1238864,0,696898,640098,215554,267800,3687401,102652,47884,18551,470390,1919,29727,304,311,311,311,0,0,0,0,0,4494113,3.559557791,0.867897829,2.732418098,3.86E-02,0.982019893,1.006266179,11.02759647,9.411884068,3.29E-02,69.69779176,80.14980932,81.68156367,86.9593981,5184711.67,4961964.67,473104,3597580,43,0,44060
WashingtonFirst Bank,Reston,VA,20190,6/30/16,242,1849491,1645243,1563287,12062,234377,260675,0,151920,306604,84965,102192,1443721,6896,8685,183,182965,585,327,1,2159,2159,0,0,2159,0,0,0,1563287,3.59603822,1.311297019,3.009185678,0.182440336,0.984009286,1.067815898,9.459856208,9.459856208,0.186826099,77.37945197,91.54595413,104.0390646,84.52525587,1759479.33,1683185.67,198607.67,1390598,19,0,47900
Washita State Bank,Burns Flat,OK,73624,6/30/16,9,124604,107886,67723,500,0,28407,0,23407,3596,0,3558,39666,306,437,21,3970,46,1912,31,0,0,0,0,0,0,0,0,67723,2.122157265,6.73E-02,1.019810078,0,1.117662919,1.114605018,9.049717584,1.526907082,2.96E-02,31.04795994,57.12534885,68.25993366,54.35058265,130808.67,127606,16111,40545,1,0,
Washita Valley Bank,Fort Cobb,OK,73038,6/30/16,11,40784,33649,33551,400,0,14325,0,0,525,0,0,21478,4050,2858,78,0,0,9690,237,0,0,0,0,0,0,0,0,33551,5.014372405,0.527223454,2.73466371,0.07390983,1.680216802,1.680216802,9.598874032,3.96903589,0.145952109,52.49117301,63.80733808,64.38302607,82.26510396,40590,37572,7105,21925,1,0,
Watch Hill Bank,Cincinnati,OH,45230,6/30/16,20,119061,104165,77788,0,1763,4451,0,3965,67380,1879,28076,103344,548,734,19,14307,51,0,0,0,0,0,0,0,0,0,0,77788,2.53243513,0.417710489,2.690793669,0,1.306813135,1.308490687,10.67810776,10.67810776,-2.99E-02,85.42595812,130.7515298,138.6890477,65.33457639,119221.33,112224,14609.33,100377.33,2,0,17140
Waterford Bank  N.A.,Toledo,OH,43617,6/30/16,66,573978,516606,499389,12500,0,38290,0,10092,43803,23650,9940,454915,1882,4214,123,105005,370,143,1,0,0,0,0,0,0,0,0,499389,3.791999838,0.664961073,2.603236217,8.45E-02,1.050557626,1.050557626,10.25377372,10.25377372,-2.85E-02,78.33192213,90.03161864,116.3331893,87.00490263,544092,513871.33,55745.33,441539,2,0,45780
Waterman State Bank,Waterman,IL,60556,6/30/16,7,38246,35159,32879,300,0,17526,307,13383,2435,63,0,16924,269,377,12,6165,22,1297,12,0,0,0,0,0,0,0,0,32879,3.144061218,0.291240594,3.011131561,3.870044498,-3.791063998,-3.791063998,-43.56618742,-43.56618742,5.25489814,42.70773414,49.67912649,52.18363631,85.96715996,40516.33,36068,3525.67,18268.67,1,0,16980
WaterStone Bank  SSB,Wauwatosa,WI,53226,6/30/16,849,1794231,1422674,989227,1,529137,259796,0,155798,617146,16280,154479,1338843,342,3317,110,54213,191,0,0,8637,8637,3736,402,200,4299,0,0,989227,2.541033922,6.429465723,6.673511961,2.33E-02,1.316191672,1.316191672,6.353017272,4.752429659,0.107033564,73.74401624,133.7547398,140.2969787,55.13375925,1761141.67,1619655.67,364866,1279972.33,13,0,33340
Watertown Savings Bank,Watertown,NY,13601,6/30/16,116,614866,527560,523124,0,0,112870,0,7147,135767,41895,71637,384622,7142,16848,669,100891,469,176,4,332,332,276,0,56,0,0,0,523124,3.541657257,0.827220938,2.284374427,9.70E-02,1.016035193,1.019212992,7.213616891,7.213616891,7.24E-02,61.89608793,72.75101123,75.41514414,85.07935062,604191.67,540029.67,85366.33,378590.67,10,0,48060
Watertown Savings Bank,Watertown,MA,2472,6/30/16,120,1130762,1018260,999990,0,0,468180,0,394906,476147,73399,195536,561993,2033,979,32,24029,80,0,0,0,0,0,0,0,0,0,0,999990,2.680546147,0.310996177,2.310511332,0,0.313215292,0.332333822,3.376907302,3.376907302,3.61E-03,49.41588062,55.87815878,57.76567096,88.4350553,1124772.67,1048070,110693,554216.67,9,0,14460
Wauchula State Bank,Wauchula,FL,33873,6/30/16,156,636428,563251,547873,1000,0,145636,0,39207,134929,15422,47708,441400,7225,11508,674,42809,242,35009,441,3581,3581,383,0,2172,67,959,0,547873,4.312459184,0.452433218,2.32525944,0.160111265,2.122980258,2.151831991,19.49437838,19.49437838,0.169307624,68.08562791,79.09059216,91.2728437,86.08562163,630811.33,607913,69630.33,434711.67,6,0,
Waukesha State Bank,Waukesha,WI,53188,6/30/16,263,888755,769741,730337,1950,6110,292226,0,66629,161109,58371,38259,498049,12997,12009,466,116428,507,416,6,12097,12097,0,666,1347,10084,0,0,730337,3.379830148,1.363730898,2.829827816,9.16E-02,1.438942984,1.543464079,12.4600587,5.711585132,0.172014521,55.37510337,67.38656264,68.06174041,82.17529015,928042.33,824716,114959.33,494144.33,20,0,33340
Waukon State Bank,Waukon,IA,52172,6/30/16,39,262395,225580,221359,550,0,48702,0,0,41389,950,0,191030,5420,6554,252,35066,168,39174,454,104,104,0,0,104,0,0,0,221359,3.584791557,0.303220619,1.729535083,0,1.870841779,1.870841779,13.79410267,-11.82429178,-5.78E-02,71.95487719,85.29402464,89.61955619,84.36098249,271749.33,256751.33,36856.33,190203.33,4,0,
Waumandee State Bank,Waumandee,WI,54622,6/30/16,55,170370,152445,151047,120,0,23407,0,1037,36362,1091,0,134333,5954,10967,280,23506,94,33191,331,8,8,0,0,0,8,0,0,151047,3.961468095,0.338447256,2.607689099,0,0.97303586,0.97303586,9.302153145,2.78615215,5.74E-02,77.36514645,87.26224288,99.26646132,88.65821447,170189,160698,17802.33,132518.67,7,0,
Wawel Bank,Wallington,NJ,7057,6/30/16,15,73025,65433,65001,21,0,0,0,0,33478,1993,517,51270,91,187,8,8989,26,0,0,453,453,259,0,194,0,0,0,65001,4.162655952,0.251578134,5.023268904,-1.423766365,1.11E-02,1.11E-02,0.105670964,0.105670964,-0.301325815,69.40773708,77.97572345,79.77618283,89.0119822,72343.33,58520.33,7570.67,53098.67,2,0,35620
Waycross Bank & Trust,Waycross,GA,31501,6/30/16,20,157168,141520,140347,393,0,42522,0,17611,24205,2754,727,88207,563,3059,126,21894,111,3007,30,31,31,31,0,0,0,0,0,140347,3.191117028,0.338016367,2.481406971,0.133634378,0.769052741,0.862072749,8.774696336,8.774696336,4.65E-03,55.03728494,61.63366513,64.36373648,89.29743968,152655.33,145717,14997.67,85948.33,1,0,
Wayland State Bank,Mount Pleasant,IA,52641,6/30/16,15,86526,69503,68707,300,0,24202,0,8479,11650,0,11610,46621,2112,3088,109,10840,65,9183,109,0,0,0,0,0,0,0,0,68707,3.223633446,0.271782574,1.594153249,0.114194359,1.073061551,1.09169807,5.726951417,5.726951417,0.10645394,52.897395,66.61621087,67.90095984,79.40619005,87570,81647,16693,46968.67,2,0,
Wayne Bank,Honesdale,PA,18431,6/30/16,142,766217,666343,585492,900,0,129368,0,67691,180896,17014,24528,581715,37816,15713,499,105135,447,773,10,5414,5414,407,0,3657,1350,0,0,585492,3.582800391,0.551331662,2.31506539,0.303364312,0.963933505,1.018776497,7.887642554,3.214694298,0.930791278,75.16369384,98.36462326,101.6309172,76.41333982,758164.33,701295,97925.33,569408,15,0,
Wayne Bank and Trust Co.,Cambridge City,IN,47327,6/30/16,47,138181,120046,116112,1000,0,38875,0,5464,32136,6361,1733,91130,4801,2863,82,21469,96,3323,20,422,422,422,0,0,0,0,0,116112,4.17242878,0.644299692,3.842099771,4.44E-03,0.707989087,0.707989087,5.353741767,1.881649826,0.291948766,64.48353971,76.7396996,76.90528387,84.02891859,135030.33,126545,17856.67,88371.67,3,0,
Wayne County Bank,Waynesboro,TN,38485,6/30/16,80,305395,265319,254804,200,0,26161,0,2514,57130,0,35666,229465,28633,13853,592,43841,202,27978,533,9151,9151,930,0,3378,4497,346,0,254804,4.725407653,0.740799815,2.775704795,0.426123788,1.048920093,1.048920093,8.149268107,7.130609593,0.36464054,73.58273711,88.19249305,111.5497069,83.4342409,305075.67,261903.33,39267.33,224879,6,0,
Wayne Savings Community Bank,Wooster,OH,44691,6/30/16,117,449548,409028,378161,3889,0,95764,0,70962,185282,16607,33719,318335,1352,5651,213,46402,203,6016,38,19,19,19,0,0,0,0,0,378161,3.241613085,0.435353026,2.587604015,-2.54E-02,0.665059628,0.665059628,7.358481089,5.500025114,3.25E-03,70.19472893,83.44567525,89.95179713,84.12027192,440562,411832,39818,307910.67,11,0,
WCF Financial Bank,Webster City,IA,50595,6/30/16,22,137809,124241,115331,212,0,38784,0,18596,49705,0,15933,59332,5193,643,18,896,6,1109,13,27,27,27,0,0,0,0,0,115331,2.732861386,0.293945224,2.620736349,3.30E-02,0.244403894,0.269174559,2.440302418,2.440302418,0.030709738,42.67936056,50.99756353,53.30095064,83.68901886,121111,113214.67,13359,58613.33,2,0,
WebBank,Salt Lake City,UT,84111,6/30/16,62,378156,297453,290811,1109,3342,7908,6225,0,0,0,0,147192,55839,19818,3441,9121,70,0,0,8,8,0,0,8,0,0,0,290811,17.73081992,3.592190128,5.266753175,0.238674615,8.864978752,8.864978752,44.39305202,44.39305202,-3.25E-02,38.6322047,50.23537624,148.7148165,76.90238949,364513,345872.33,72790.67,227972.67,1,0,41620
Webster Bank  National Association,Waterbury,CT,6702,6/30/16,2958,25108873,22716609,18973201,1,6500517,6842924,0,5693710,6646830,1709495,1180559,16325391,300054,127837,5866,1087915,5207,74,2,4215,4215,4215,0,0,0,0,0,18973201,3.145312347,1.010236402,2.381623842,0.237789633,0.897603647,0.912646251,9.5808986,2.412471043,0.302510163,64.29983138,85.09351163,90.73928831,75.42391488,24895955,22890890.33,2371510.33,15974339.33,175,0,35300
Webster Five Cents Savings Bank,Webster,MA,1570,6/30/16,145,740518,648629,518827,10,0,125968,0,64831,286406,54744,122037,570593,23415,4240,207,56705,257,328,2,195,195,195,0,0,0,0,0,518827,3.529815391,0.601439913,3.105121073,0.105013318,0.516654614,0.590529438,4.843797595,4.843797595,5.07E-02,76.22326534,108.7929117,120.1099285,70.06271286,733240.33,687911.33,89392.67,567568.33,7,0,49340
Welch State Bank of Welch  Okla.,Welch,OK,74369,6/30/16,76,240685,207452,204276,150,0,45400,0,7854,39283,469,22017,179948,9204,4713,223,9701,51,47880,814,69,69,69,0,0,0,0,0,204276,4.799691763,0.845480979,3.48419984,0.153413887,1.667097575,1.699484951,12.41220342,7.432382592,0.298508022,73.23846521,86.29207543,132.6225981,84.872759,234659.33,218014,32129.67,176209.67,4,0,
Welcome State Bank,Welcome,MN,56181,6/30/16,5,27122,24337,23311,75,0,1724,0,0,1552,0,0,19767,1660,1906,70,3519,25,10671,119,16,16,0,0,0,0,16,0,23311,4.272744043,1.301885564,2.589060557,0.500159426,2.030058846,2.030058846,19.95899728,0.57852166,-0.273794737,71.50283902,83.19248423,83.19248423,85.94867635,27191.33,24340.33,2765.67,18992.33,1,0,
Wellesley Bank,Wellesley,MA,2482,6/30/16,74,644879,584931,486593,0,15535,66823,2537,18830,295265,33269,240618,538358,161,2796,63,38778,127,0,0,0,0,0,0,0,0,0,0,486593,3.305364984,0.271130786,2.353835775,5.99E-02,0.638721685,0.641984175,6.889398822,6.889398822,4.32E-02,82.67768062,109.5722709,131.1781581,75.4549303,627741.33,603261.67,58495.67,523400.33,6,0,14460
Wellington State Bank,Wellington,TX,79095,6/30/16,106,341124,302370,298249,200,0,79856,0,33033,25563,287,2502,208519,10613,8671,397,26190,115,42904,628,34,34,0,0,34,0,0,0,298249,4.139840528,1.062538164,2.993206878,0.530710439,1.2139303,1.248566139,11.91470352,11.91470352,6.53E-02,60.14528441,68.79151313,72.20177223,87.43125667,358010.67,317838.33,37516.67,214427,9,0,
Wells Bank,Platte City,MO,64079,6/30/16,40,194413,174835,170018,200,1544,32793,0,7627,56855,3014,16837,151740,1605,4534,166,22144,96,13372,154,0,0,0,0,0,0,0,0,170018,4.411559102,0.350845849,2.163717919,0.136496224,2.220338574,2.310324974,24.0762897,6.9331285,-2.69E-03,77.36416803,88.46475079,92.46251545,87.4519708,197807.67,185966,18981.33,148701,6,0,28140
Wells Fargo Bank Northwest  National Association,Ogden,UT,84401,6/30/16,85,8404355,7129446,6943365,64307,181703,845877,0,0,6765211,0,207574,6789825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6943365,2.746039143,1.203390327,0.430463221,-3.51E-03,2.363594079,2.412061093,15.9854341,4.109300554,0,80.78790103,97.7869088,118.3379395,82.61627454,8370517.67,7756845,1263037.33,5860857,1,0,36260
Wells Fargo Bank South Central  National Association,Houston,TX,77077,6/30/16,6,8567476,7300351,7238174,1500,0,0,0,0,6214919,46079,3005424,6229915,6053,0,0,0,0,0,0,5759,5759,5759,0,0,0,0,0,7238174,4.095189023,6.56E-03,0.584075093,-2.320211936,3.667490846,3.667490846,25.59240626,12.65085331,-2.41E-03,71.09474249,84.15140338,89.89405208,84.48432187,8627315.33,8445861.67,1236327.67,6566737.67,1,0,26420
Wells Fargo Bank  Ltd.,Los Angeles,CA,90017,6/30/16,426,644470,103128,12628,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12628,0.383069899,59.53750809,54.70663936,0,1.742498931,1.742498931,2.335433717,2.335433717,,0,0,0,1.959439539,720574.33,470932.33,537630.33,,1,0,31080
Wells Fargo Bank  National Association,Sioux Falls,SD,57104,6/30/16,233312,1699435000,1540974000,1293485000,519000,6841501000,335866000,8631000,162487000,332759000,62679000,75754000,932059000,118497000,10629000,861177,27561000,110923,1078000,35280,1040000,1040000,295000,0,154000,267000,1000,321000,1293485000,2.950930776,1.665313994,2.421069549,0.246735506,1.136945639,1.185945598,12.75415297,6.272725505,0.363994478,54.21860795,71.23468768,88.24887176,67.39516369,1659266667,1505016667,154287000,913200666.7,6240,0,43620
Wells Fargo Financial National Bank,Las Vegas,NV,89102,6/30/16,639,8365167,7219880,7177163,750,0,314099,0,314099,5,0,0,6973021,6972626,0,0,252,1,0,0,0,0,0,0,0,0,0,0,7177163,10.46735168,5.13E-02,2.225362376,3.016512615,3.344525012,3.344525012,25.58775116,25.58775116,2.840924377,80.15955928,93.42801606,97.04787221,85.79820343,8223469.67,8155778.33,1074873.67,6937882.67,1,0,29820
Wells Federal Bank,Wells,MN,56097,6/30/16,91,273457,247360,245867,10,3129,36055,0,16926,94255,25997,11452,198827,7754,5279,158,17280,91,31653,336,1603,1603,6,0,1358,239,0,0,245867,3.686651471,1.269586537,3.377246962,2.94E-02,0.843210943,0.843210943,8.571003378,-23.02011873,-0.07430813,71.94001251,80.01277113,80.3565958,89.91066237,272529.67,256438.67,26811.33,199170.67,9,0,
Wells River Savings Bank,Wells River,VT,5081,6/30/16,56,162917,141293,134795,0,0,57667,282,36411,62959,6978,2005,85582,4720,5727,337,8578,51,1434,24,5,5,5,0,0,0,0,0,134795,3.74997496,0.582920187,3.874140335,0.215896365,-3.00E-02,0.328642245,2.624102574,2.624102574,1.425440802,52.24009772,63.13884046,63.62501402,82.73844964,166746.67,149761,20883.33,85026.33,6,0,
Wenona State Bank,Wenona,IL,61377,6/30/16,8,32973,28351,28321,150,0,13814,0,6416,2192,10,0,15288,854,668,30,2512,13,4233,52,143,143,143,0,0,0,0,0,28321,3.041670891,0.645200193,2.948625181,0.162807525,0.247226242,0.530631934,3.870683967,2.551132615,1.624071995,45.63127407,53.12665513,53.12665513,85.89148697,33168,29589,4547,14777.67,1,0,37900
Wesbanco Bank  Inc.,Wheeling,WV,26003,6/30/16,1616,8378817,7188686,5928999,7820,347355,2243613,0,1272924,1906918,434296,461711,5185339,339592,65183,2272,498608,2352,5231,89,4361,4361,825,0,3380,156,0,0,5928999,3.25673652,0.785432289,2.060143678,9.84E-02,1.085979794,1.11524247,7.954559161,-0.474559374,9.91E-02,61.36917658,86.72646091,94.4413262,70.76176744,8461837,7456605.67,1186363.67,5137191.67,142,0,48540
West Alabama Bank & Trust,Reform,AL,35481,6/30/16,157,574525,495671,461740,7,43923,199478,0,81734,66098,10141,4730,317183,10493,20677,1110,66680,316,31291,500,55,55,0,0,55,0,0,0,461740,3.416627383,0.980786943,2.375917034,0,1.202175557,1.259113648,9.445741416,6.187865593,3.22E-02,54.5065924,67.82041842,76.45268002,80.36900048,571989.67,523967,76246,310496,14,0,46220
West Bank,West Des Moines,IA,50266,6/30/16,173,1816292,1649839,1516683,3000,34714,340602,0,211879,69068,15497,1905,1380841,2631,15431,408,99209,294,1677,14,0,0,0,0,0,0,0,0,1516683,3.436134168,0.459966005,1.75457606,7.93E-02,1.294723319,1.299480417,14.08187938,5.735607283,-0.024907379,75.15377483,89.99982198,112.649011,83.50435943,1765782.67,1654126.33,162947,1300819.33,12,0,19780
West Central Bank,Ashland,IL,62612,6/30/16,66,193296,175440,172890,1600,0,25995,0,11384,43996,234,27434,149921,13486,6219,275,23351,96,12864,178,1483,1483,142,0,981,360,0,0,172890,3.569012329,1.244174245,3.989032685,0.160571189,0.388804452,0.455456643,5.151733398,3.575371516,0.170890726,76.97572635,86.0610793,95.94034316,89.44313385,198043,182795.67,17508.67,150973.67,6,0,
West Central Georgia Bank,Thomaston,GA,30286,6/30/16,34,118127,88234,86370,800,0,52175,0,13646,22600,319,334,47113,6415,3291,151,6628,35,2696,38,837,837,180,0,657,0,0,0,86370,4.075853058,0.71271654,2.728446613,5.03E-02,1.083329141,1.083329141,4.411864638,3.319142746,6.40E-02,38.79384053,53.05777469,53.88504774,73.11622237,119262,103340.33,29284.67,46864.67,3,0,
West End Bank  S.B.,Richmond,IN,47374,6/30/16,76,277889,249648,219537,0,0,24659,0,17985,65542,4847,16173,230987,92656,7476,282,23872,97,158,2,794,794,95,0,699,0,0,0,219537,4.451055954,0.805705502,3.218451093,0.558748752,0.765201681,0.776566063,7.746341471,7.746341471,0.578920241,82.29257005,104.1655848,114.2929969,79.00168772,274542,256119,27522.67,226283.33,5,0,
West Gate Bank,Lincoln,NE,68516,6/30/16,157,459580,409339,392189,515,199407,61334,0,0,75168,5259,3944,357968,2089,3183,173,71892,259,568,9,0,0,0,0,0,0,0,0,392189,4.309685255,2.888302049,4.602268957,0.19951646,1.979096165,1.979096165,18.48758311,16.8197813,-3.27E-02,77.02859132,90.26464281,109.8581496,85.3363941,448083.33,404716.33,47967.33,342846.33,7,0,30700
